"","Data_Collection_Season","Date","Proj.Plot","Grid","Plant_tag","X_Coord","Y_Coord","Tool","POM","DBH_mm","Height_m","Veg_Type","Notes","ID"
"11580","Nov_Dec_2021",2021-11-23,"DF_5B","J4/K5","4740",2.15,1.3,"CP",0.5,35.7,17,"Liana","","Liane undetermined"
"11581","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3692",3.6,0.5,"CP",0.3,3,2.5,"Liana","","Chytranthus talbotii"
"11582","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3910",1.1,2.2,"CP",0.3,13.7,2.7,"Sapling","","Diogoa zenkeri"
"11583","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3911",1.1,3.6,"CP",1.3,26.2,4.1,"Sapling","","Diogoa zenkeri"
"11584","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3912",0.6,4.9,"CP",0.3,21.4,1.5,"Sapling","","Oddoniodendron sp 1"
"11585","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3913",1.5,4.4,"CP",0.3,17.6,2.1,"Sapling","","Diogoa zenkeri"
"11586","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3914",2.9,4.3,"CP",0.3,1.5,2.7,"Liana","","Liane undetermined"
"11587","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3915",2.3,3.3,"CP",0.3,43.3,3,"Sapling","",""
"11588","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3916",2.1,3.5,"CP",0.3,4.6,3,"Liana","",""
"11589","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3917",3.8,3.4,"CP",0.3,12.6,2.4,"Sapling","Biggest trunk","Oddoniodendron sp 1"
"11590","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3918",4.4,3.8,"CP",0.3,2.7,2.2,"Liana","","Liane undetermined"
"11591","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3919",4.9,4.3,"CP",0.3,14.8,2.6,"Sapling","","Scorodophloeus zenkeri"
"11592","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3920",4.7,3.9,"CP",0.3,13.3,1.9,"Sapling","","Pancovia pedicellaris"
"11593","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3922",4.2,1.2,"CP",0.3,40.4,2.5,"Sapling","","ECH  90"
"11594","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3923",4.2,0.6,"CP",0.3,14.9,2.6,"Sapling","","Quassia africana"
"11595","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3924",4.1,0.7,"CP",0.3,5.8,2.6,"Liana","","ECH  21"
"11596","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3925",2.8,0.1,"CP",0.3,39,5,"Sapling","","Crudia gabonensis"
"11597","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3925",2.8,0.1,"CP",0.3,39,5,"Sapling","","Crudia gabonensis"
"11598","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3926",2.4,0,"CP",0.3,17,2.5,"Sapling","","Quassia africana"
"11599","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3926",2.4,0,"CP",0.3,17,2.5,"Sapling","","Quassia africana"
"11600","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3927",2.3,0,"CP",0.3,5.5,3.7,"Liana","","ECH  43"
"11601","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3927",2.3,0,"CP",0.3,5.5,3.7,"Liana","","Liane undetermined"
"11602","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3928",2.5,0,"CP",0.3,4.1,3.7,"Liana","",""
"11603","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","3931",4.5,2.4,"CP",0.3,12.4,1.5,"Sapling","","Fillaeopsis discophora"
"11604","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","4433",3.8,1.1,"CP",1.3,36.3,7,"Sapling","","Oddoniodendron sp 1"
"11605","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","4434",4.3,0.8,"DBH",1.3,77,10,"Sapling","","Pausinystalia macroceras"
"11606","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","4457",1.8,3.8,"CP",0.3,46.6,3.6,"Sapling","","Crudia gabonensis"
"11607","Nov_Dec_2021",2021-11-23,"DF_5B","J5/K6","4458",0.6,2.9,"CP",1.3,32.1,10,"Sapling","","Diogoa zenkeri"
"11608","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4287",0.9,1.6,"CP",0.4,10.4,1.6,"Sapling","","Thomandersia congolana"
"11609","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4288",0.6,2,"CP",0.4,14.2,2.7,"Sapling","","ECH  24"
"11610","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4288",0.6,2,"CP",0.4,14.2,2.7,"Sapling","","Afrostyrax lepidophyllus"
"11611","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4289",2.1,2.2,"CP",0.3,3.4,1.6,"Liana","","Liane undetermined"
"11612","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4290",2.5,2.3,"CP",0.4,14.4,1.6,"Sapling","","Plagiostyles africana"
"11613","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4291",3.1,1.7,"CP",0.4,12.5,2.4,"Sapling","","Baphia leptobotrys"
"11614","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4291",3.1,1.7,"CP",0.4,12.5,2.4,"Sapling","","Baphia leptobotrys"
"11615","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4292",2.1,2.1,"CP",0.5,19.5,3,"Liana","","Phyllanthus diandrus"
"11616","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4293",4.8,1.6,"CP",0.5,28.7,3,"Liana","","Rinorea sp 1"
"11617","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4294",4.9,1.8,"CP",1.3,13.9,3.3,"Liana","","Diogoa zenkeri"
"11618","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4295",4.9,3.1,"CP",1.3,34.4,2.5,"Liana","","Rinorea sp 1"
"11619","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4296",1.2,4.9,"CP",0.4,12.7,1.5,"Sapling","","Garcinia afzelli"
"11620","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4297",1.6,4.7,"CP",0.3,15.8,2.6,"Sapling","","Baphia leptobotrys"
"11621","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4298",4.5,3.9,"CP",1.3,23.8,3.2,"Sapling","","Diogoa zenkeri"
"11622","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4299",2.9,1.8,"CP",1.3,8.5,3.1,"Liana","biggest trunk","Phyllanthus diandrus"
"11623","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4300",3.2,1.7,"CP",1.3,15.4,2.6,"Liana","","ECH  58"
"11624","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4302",4.7,0.9,"CP",1.3,18.6,4.5,"Liana","","Phyllanthus diandrus"
"11625","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4303",2.9,2.4,"CP",0.5,10.3,1.5,"Liana","","Greenwayodendron suaveolens"
"11626","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4303",2.9,2.4,"CP",0.5,10.3,1.5,"Liana","","Chytranthus talbotii"
"11627","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4304",3.9,2.3,"CP",0.4,13.5,1.5,"Liana","","Chytranthus talbotii"
"11628","Nov_Dec_2021",2021-11-24,"DF_5B","J6/K7","4459",3.1,1.6,"DBH",1.3,7.9,10,"Sapling","","Coula edulis"
"11629","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","3264",0.1,3.4,"CP",0.3,7.9,1.8,"Liana","Measured but not identified","Greenwayodendron suaveolens"
"11630","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","3328",0.9,4,"CP",1.3,28.7,4.4,"Sapling","","Diogoa zenkeri"
"11631","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4460",4.9,1.7,"DBH",1.3,43.6,7,"Sapling","","Pausinystalia africana"
"11632","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4493",0.2,2.2,"DBH",1.3,185,20,"Tree","","Santiria trimera"
"11633","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4940",4.2,5,"CP",1.3,19.4,5,"Liana","","Oddoniodendron sp 1"
"11634","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4941",4.8,0.4,"CP",0.3,8.5,3.3,"Liana","","ECH  21"
"11635","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4954",4.5,4.5,"CP",0.3,17.7,1.7,"Sapling","","ECH  90"
"11636","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4955",4.9,1.8,"CP",1.3,10.7,2,"Sapling","","Quassia africana"
"11637","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4956",4.9,0.5,"CP",0.3,48,3.3,"Sapling","","Oddoniodendron sp 1"
"11638","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4957",2.8,1.7,"CP",0.3,16.9,1.6,"Sapling","","Crudia gabonensis"
"11639","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4958",2.9,1.7,"CP",0.3,13.6,1.7,"Sapling","","ECH  42"
"11640","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4959",1.1,4.8,"DBH",0.3,28.7,1.9,"Sapling","","Crudia gabonensis"
"11641","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4960",1.6,4.8,"DBH",1.3,50,8,"Sapling","","Oddoniodendron sp 1"
"11642","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4961",1,2.1,"CP",1.3,29.4,3.7,"Sapling","","Quassia africana"
"11643","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4988",1.5,4,"CP",1.3,8.5,2,"Sapling","","Thomandersia congolana"
"11644","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4990",2.7,4.6,"CP",0.3,20.5,1.7,"Sapling","","Crudia gabonensis"
"11645","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4991",2.6,2.9,"CP",0.3,5.5,3.5,"Liana","","ECH  21"
"11646","Nov_Dec_2021",2021-11-24,"DF_5B","J7/K8","4992",2.8,3.1,"CP",1.3,20.1,4,"Sapling","","Diogoa zenkeri"
"11647","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","2573",1.95,3.9,"CP",0.3,2.1,2.3,"Liana","","Liane undetermined"
"11648","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4444",1.95,3.9,"DBH",1.3,180,19,"Tree","","Pseudospondias microcarpa"
"11649","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4445",2,2.7,"DBH",1.3,140,18,"Tree","","Scorodophloeus zenkeri"
"11650","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","448",1.8,2.7,"DBH",1.3,55,20,"Liana","",""
"11651","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4492",4.4,4.4,"DBH",1.3,91,8,"Tree","","Dialium pachyphyllum"
"11652","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4494",3.9,0,"CP",1.3,41.1,5.5,"Sapling","","Oddoniodendron sp 1"
"11653","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4742",3.4,3.2,"CP",1.3,3.1,5,"Sapling","","Scorodophloeus zenkeri"
"11654","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4930",0.35,2.7,"CP",0.3,18.5,2.4,"Sapling","","Crudia gabonensis"
"11655","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4931",0.3,1.8,"CP",1.3,22.5,3.8,"Sapling","","Quassia africana"
"11656","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4932",0.9,0.8,"CP",0.3,23.5,1.9,"Sapling","","Crudia gabonensis"
"11657","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4933",1.6,0.6,"CP",0.3,3.3,2,"Liana","","Liane undetermined"
"11658","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4934",3.25,1.3,"CP",0.3,17.4,1.8,"Sapling","","Quassia africana"
"11659","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4935",2.6,2.1,"CP",0.3,26.6,3.4,"Sapling","","Scorodophloeus zenkeri"
"11660","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4936",3.6,2.1,"CP",0.3,25.1,2,"Sapling","","Crudia gabonensis"
"11661","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4937",4.8,1.1,"CP",0.3,18.7,2.7,"Tree","","Quassia africana"
"11662","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4938",4.8,1.1,"CP",0.3,3.1,2.7,"Liana","","ECH  21"
"11663","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4939",5,0.9,"CP",0.3,23.4,2.3,"Sapling","","Quassia africana"
"11664","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4943",4.4,5,"CP",0.3,7,2.7,"Liana","","Agelaea paradoxa"
"11665","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4944",4.4,5,"CP",0.3,4.9,4,"Liana","",""
"11666","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4946",1.95,4.2,"CP",0.3,16.4,2.3,"Sapling","",""
"11667","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4950",1.4,3.3,"CP",0.3,32.6,3.3,"Sapling","","Crudia gabonensis"
"11668","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4951",1.4,3.3,"CP",0.3,3,5,"Liana","","Liane undetermined"
"11669","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4952",2.1,3.1,"CP",0.3,5.7,1.8,"Liana","","Agelaea paradoxa"
"11670","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4953",2.3,2.7,"CP",0.3,6.7,2.6,"Liana","","Liane undetermined"
"11671","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","4989",1.4,0,"CP",0.3,9.6,1.5,"Sapling","","Centroplacus glaucinus"
"11672","Nov_Dec_2021",2021-11-24,"DF_5B","J8/K9","BL11",0.3,1.8,"CP",0.3,7.9,2.1,"Liana","",""
"11673","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","3016",1.8,2.3,"CP",0.3,4.2,15,"Liana","","Liane undetermined"
"11674","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4443",0.4,0.9,"",1.4,167,10,"Tree","","Baphia leptobotrys"
"11675","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4461",4.8,2,"",1.3,85,10,"Sapling","","Diospyros zenkeri"
"11676","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4488",1.6,4.4,"CP",1.3,44.9,15,"Liana","","Liane undetermined"
"11677","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4489",1,1.1,"CP",1.3,38.2,15,"Liana","","Liane undetermined"
"11678","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4490",1.4,3.7,"",1.3,17.5,20,"Tree","","Scorodophloeus zenkeri"
"11679","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4491",4.9,4.7,"CP",1.3,45.6,8,"Sapling","","Diogoa zenkeri"
"11680","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4753",0.8,3.9,"CP",0.3,25.2,2.7,"Sapling","","Crudia gabonensis"
"11681","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4756",2.2,5,"CP",1.3,34.6,3.8,"Sapling","","Phyllanthus diandrus"
"11682","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4773",1.1,0.5,"CP",0.3,10.2,1.7,"Sapling","","Scorodophloeus zenkeri"
"11683","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4775",NA,NA,"CP",0.3,6.7,4.5,"Liana","J10/K11","Liane undetermined"
"11684","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4777",3.9,3.4,"CP",0.3,1.31,1.6,"Sapling","","Thomandersia congolana"
"11685","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4779",2.2,3.5,"CP",0.3,5.8,6,"Liana","","ECH  21"
"11686","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4780",2.2,3.5,"CP",0.3,27.8,6,"Sapling","","Phyllanthus diandrus"
"11687","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4781",2.3,3.6,"CP",0.3,3.7,8,"Liana","","ECH  21"
"11688","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4781",2.3,3.6,"CP",0.3,3.7,8,"Liana","","Baphia leptobotrys"
"11689","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4782",2.3,3.5,"CP",0.3,28.2,8,"Sapling","","Baphia leptobotrys"
"11690","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4782",2.3,3.5,"CP",0.3,28.2,8,"Sapling","","Diogoa zenkeri"
"11691","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4783",4,1.8,"CP",0.3,1.6,1.5,"Liana","",""
"11692","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4784",1.1,1.8,"CP",NA,10.8,1.6,"Sapling","","ECH  18"
"11693","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4785",1.1,3.7,"CP",0.3,22.8,1.6,"Sapling","","Crudia gabonensis"
"11694","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4786",2.1,1.2,"CP",0.3,14.6,2.1,"Sapling","","Thomandersia congolana"
"11695","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4787",2.6,1.3,"CP",0.3,14,1.8,"Sapling","","Thomandersia congolana"
"11696","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4788",3.2,0.4,"CP",0.3,2.8,1.6,"Liana","","Irvingia robur"
"11697","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4789",2.5,0.8,"CP",0.3,16.2,1.6,"Sapling","biggest trunk","Thomandersia congolana"
"11698","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4790",2.3,0.7,"CP",0.3,15.6,2.9,"Sapling","","Greenwayodendron suaveolens"
"11699","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4791",2.7,1,"CP",0.3,7.5,1.9,"Liana","","Agelaea paradoxa"
"11700","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4792",0.7,2.3,"CP",0.3,33.6,3.8,"Sapling","","Crudia gabonensis"
"11701","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4794",0.1,1.1,"CP",0.3,3.8,10,"Liana","","Liane undetermined"
"11702","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4795",0.5,0.7,"CP",0.3,8.8,10,"Liana","","Liane undetermined"
"11703","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4798",3,4.3,"CP",0.3,2.3,1.6,"Liana","","Liane undetermined"
"11704","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4800",5,6,"CP",0.3,20.4,2.5,"Sapling","",""
"11705","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4947",2.1,0.2,"CP",0.3,15,1.7,"Sapling","","Cola sp 1"
"11706","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4948",0.7,0.2,"CP",0.3,23.3,3.3,"Sapling","","Diogoa zenkeri"
"11707","Nov_Dec_2021",2021-11-25,"DF_5B","J9/K10","4949",0.9,0,"CP",0.3,2.7,3.3,"Liana","","Liane undetermined"
"11708","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","1016",3.7,2.3,"CP",0.3,27.4,2.35,"Sapling","",""
"11709","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3001",1.1,1.7,"CP",0.3,12.7,1.9,"Sapling","","Connaraceae sp 1"
"11710","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3002",0.9,1.4,"CP",0.3,12.2,2.25,"Sapling","","Thomandersia congolana"
"11711","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3002",0.9,1.4,"CP",0.3,12.2,2.25,"Sapling","","Liane sp 1"
"11712","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3003",1.7,3.5,"CP",0.3,7.6,2.7,"Liana","","Liane sp 2"
"11713","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3004",0.5,0.65,"CP",0.3,28.5,3.8,"Sapling","","Anacardiaceae sp 1"
"11714","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3005",2.4,4.6,"CP",0.3,8.1,3,"Liana","","Liane sp 1"
"11715","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3006",2.5,4.5,"CP",0.3,15.7,2.2,"Liana","","Thomandersia congolana"
"11716","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3007",0.6,0.9,"CP",0.3,23.3,3.77,"Sapling","","Scaphopetalum thonneri"
"11717","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3008",3.4,4.9,"CP",0.3,12.6,1.63,"Sapling","","Thomandersia congolana"
"11718","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3011",0.5,2.9,"DBH",1.3,80,6,"Tree","","Greenwayodendron suaveolens"
"11719","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3012",0,1.2,"CP",0.3,8.1,3.3,"Liana","",""
"11720","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3014",3.7,3.3,"CP",0.3,18.6,NA,"Liana","","Liane sp 5"
"11721","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3015",3.7,2.2,"CP",0.3,2.5,3.5,"Liana","","Liane sp 6"
"11722","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3017",4.6,5,"CP",0.3,13.2,5.5,"Liana","","Liane sp 3"
"11723","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3018",4.6,4.7,"CP",0.3,20.7,2,"Sapling","","Thomandersia congolana"
"11724","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3019",3.6,4.25,"CP",0.3,14.3,2,"Sapling","","Strombosiopsis tetrandra"
"11725","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3021",4,3.6,"CP",0.3,8.4,5.5,"Liana","","Liane sp 4"
"11726","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3022",1.9,2.8,"CP",0.3,9.1,5,"Liana","",""
"11727","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3023",3.6,1.7,"CP",0.3,12.2,1.52,"Liana","",""
"11728","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3024",4.5,1.3,"CP",0.3,7.8,3.1,"Liana","","Pseudoprosopis gilletti"
"11729","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3025",4.6,2.5,"CP",0.3,28.4,2,"Sapling","","Napoleonaea sp 1"
"11730","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3026",4.55,2.5,"CP",0.3,5.4,1.83,"Liana","","Liane sp 1"
"11731","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3026",4.55,2.5,"CP",0.3,5.4,1.83,"Liana","","Sacphopetalum tonnelli"
"11732","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3027",5,0.6,"DBH",1.3,110,15,"Tree","","Santiria trimera"
"11733","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3028",0,3,"DBH",1.3,145,14,"Tree","","Diospyros sp 1"
"11734","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3029",1.9,3.6,"DBH",1.3,43,5,"Sapling","","Pausinystalia macroceras"
"11735","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3032",4.2,3.6,"DBH",1.3,46,6,"Tree","","Dialium congolens"
"11736","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3033",4.4,0.65,"DBH",1.3,308,20,"Tree","","Grewia coriacea"
"11737","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3034",4,0.9,"DBH",1.3,50,9,"Tree","","Greenwayodendron suaveolens"
"11738","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3035",1.9,1.4,"DBH",1.3,110,12,"Tree","","Dialium dinklagei"
"11739","Nov_Dec_2021",2021-12-01,"DF_6A","A1/B2","3378",3.7,3.6,"CP",0.3,32.7,4.2,"Sapling","","Pausinystalia macroceras"
"11740","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4809",4.6,2.8,"CP",0.3,13.4,2.8,"Sapling","","Thomandersia congolana"
"11741","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4811",4.7,3.9,"CP",0.3,4.1,2.4,"Sapling","","Cnestis urens"
"11742","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4812",4.5,2.1,"CP",0.3,12,1.6,"Sapling","",""
"11743","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4813",4.7,3.9,"CP",0.3,13.8,2.4,"Sapling","","Thomandersia congolana"
"11744","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4814",4.25,4,"CP",0.3,12.1,2.25,"Sapling","","Thomandersia congolana"
"11745","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4889",4,0.8,"CP",0.3,15,1.9,"Sapling","","Desplatsia subericarpa"
"11746","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4890",1.8,3,"CP",0.3,23.4,2.4,"Sapling","","Thomandersia congolana"
"11747","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4891",1.2,0.4,"CP",0.3,10.6,1.8,"Liana","","Liane sp 1"
"11748","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4892",1,0.3,"CP",0.3,7,3.1,"Liana","","Liane sp 1"
"11749","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4893",0.9,0.85,"CP",0.3,9.1,3.1,"Liana","","Liane sp 1"
"11750","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4895",1.3,1.5,"CP",1.3,34,3.4,"Liana","","Lasianthera africana"
"11751","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4896",0.4,2.7,"CP",0.3,34.5,2,"Sapling","","Diospyros dendo"
"11752","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4897",1.3,2,"CP",0.3,11,1.8,"","","Greenwayodendron suaveolens"
"11753","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4899",1.8,3.5,"CP",0.3,13.9,2.3,"Sapling","","Thomandersia congolana"
"11754","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","4900",1.5,2,"CP",0.3,10.9,2.4,"Sapling","","Liane sp 1"
"11755","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","5070",1.3,4.9,"CP",0.3,130,31,"Sapling","","Lasianthera africana"
"11756","Nov_Dec_2021",2021-12-03,"DF_6A","A10/B11","5075",4.7,2.35,"DBH",1.3,130,15,"Tree","","Scorodophloeus zenkeri"
"11757","Nov_Dec_2021",2021-12-01,"DF_6A","A2/B3","3100",2,0.4,"CP",0.3,16.7,2.4,"Sapling","","Thomandersia congolana"
"11758","Nov_Dec_2021",2021-12-01,"DF_6A","A2/B3","3222",0.8,1.7,"CP",0.3,10.9,1.6,"Sapling","",""
