Expedition,Data_entry,Date (dd/mm/yyyy),File_name,Date (dd/mm/yyyy),Note_taker,Project,Plot,Grid,TAG_SUM,Plant_tag,X_coord,Y_coord,Tool,POM,DBH (mm),Height (meters),Type_Field,Note_Field,ID,Treatment
Winter_2020,Tyler,26/01/2022,IMG_2662,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_341,341,1.80,2.60,CP,0.10,6.00,,,,Agellae paradoxa,LME
Winter_2020,Tyler,26/01/2022,IMG_2662,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5209,5209,0.70,3.00,CP,0.10,42.00,,,,Pterocarpus soyauxii,LME
Winter_2020,Tyler,26/01/2022,IMG_2662,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5210,5210,1.00,3.10,CP,0.10,56.00,,,,Chytranthus talbotii,LME
Winter_2020,Tyler,26/01/2022,IMG_2662,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5211,5211,1.20,4.40,CP,0.10,21.00,2.34,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2662,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5208,5208,1.10,4.50,CP,0.10,54.00,,,,#N/A,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5212,5212,1.20,4.50,CP,0.10,11.00,1.32,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5214,5214,1.90,4.60,CP,0.10,17.00,2.03,,,Drypetes sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_925,925,2.90,3.70,CP,0.10,12.00,1.92,,,Lichostema glanscesens,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5218,5218,2.60,3.30,CP,0.10,13.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_994,994,2.60,3.30,CP,0.10,18.00,2.07,,,Coffea sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_16,16,2.90,3.00,CP,0.10,12.00,1.82,,ECH 73,Rhinorea sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_368,368,2.80,2.90,CP,0.10,27.00,,,,Scaphopetalum thonneri,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_599,599,3.00,2.70,CP,0.10,40.00,2.63,,,Odoniodendron sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_848,848,3.40,4.60,CP,0.10,10.00,1.16,,,Lichostema glanscesens,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5220,5220,5.00,5.00,CP,0.10,13.00,1.15,,,Lichostema glanscesens,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_360,360,3.90,3.90,CP,0.10,5.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_374,374,4.00,3.70,CP,0.10,5.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_379,379,4.30,3.60,CP,0.10,24.00,2.72,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_588,588,4.40,2.70,CP,0.10,21.00,2.73,,,Lichostema glanscesens,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_2200,2200,3.70,3.10,CP,0.10,13.00,1.43,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_307,307,3.60,1.60,DBH,1.30,72.00,,,,Dialium pachyphyllum,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_791,791,3.90,3.00,CP,0.10,7.00,1.20,,,Heisteria sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_306,306,4.00,1.80,DBH,1.30,67.00,,,,Lichostema glanscesens,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_314,314,4.20,1.90,DBH,1.30,102.00,,,,Chytranthus talbotii,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5321,5321,4.20,1.10,CP,0.10,52.00,3.92,,,Odoniodendron sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2663,23/01/2021,Vincent,DF,1A,G7/H8,DF_1A_G7/H8_5497,5497,3.40,0.40,CP,0.10,22.00,2.20,,,Greenwaydendron suavolens,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_391,391,0.60,1.20,DBH,1.30,360.00,,,,Scorodophloeus zenkeri,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_304,304,1.40,0.70,CP,0.10,9.00,1.10,,,#N/A,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_5324,5324,1.60,1.10,CP,0.10,37.00,2.41,,,Plagiostyles africana,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_5464,5464,2.20,1.50,CP,0.10,18.00,1.20,,,#N/A,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_174,174,2.60,2.00,CP,0.10,10.00,1.10,,,Lichostema glanscesens,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_3700,3700,1.40,2.60,CP,0.10,38.00,1.62,,,Odoniodendron sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_124,124,1.10,3.10,CP,0.10,29.00,2.40,,,Clenianthus gabonii,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_71,71,0.80,3.30,CP,0.10,20.00,1.62,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_390,390,0.70,3.40,CP,0.10,21.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_5928,5928,1.70,4.10,CP,0.10,10.00,1.42,,,Greenwaydendron suavolens,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_347,347,2.10,4.70,CP,0.10,34.00,1.84,,,Chytranthus talbotii,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_580,580,4.60,4.70,CP,0.10,16.00,1.56,,ECH 73,Rhinorea sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_709,709,4.30,3.90,CP,0.10,17.00,1.22,,,Santiria trimera,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_409,409,4.30,3.10,CP,0.10,25.00,1.41,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_348,348,4.10,2.00,CP,0.10,12.00,1.72,,,Phylaopsis discofolia,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_174,174,2.80,1.70,CP,0.10,10.00,1.05,,,Lichostema glanscesens,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,H7/I8,DF_1A_H7/I8_5465,5465,3.00,1.20,CP,0.10,49.00,3.02,,,Scorodophloeus zenkeri,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5322,5322,0.70,1.20,CP,0.10,36.00,2.54,,,Tricoscypha abut,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_362,362,1.10,0.70,CP,0.10,15.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5326,5326,1.50,1.50,CP,0.10,21.00,2.41,,,Cola sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2664,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_400,400,1.70,4.00,CP,0.10,21.00,3.06,,,Chytranthus talbotii,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_966,966,1.00,3.80,CP,0.10,8.00,1.10,,,Coffea sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_406,406,1.50,4.60,CP,0.10,7.00,1.03,,,Agellae paradoxa,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_279,279,2.20,3.10,CP,0.10,28.00,2.86,,,Dialium pachyphyllum,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_315,315,2.40,3.00,DBH,1.30,114.00,,,,Scorodophloeus zenkeri,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_363,363,2.40,3.20,CP,0.10,9.00,1.10,,,Scaphopetalum thonneri,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_702,702,2.50,3.90,CP,0.10,20.00,2.57,,,Diospyros sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_128,128,3.90,4.20,CP,0.10,16.00,1.96,,,Drypetes sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5433,5433,4.20,4.10,CP,0.10,10.00,1.40,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_947,947,3.50,3.20,CP,0.10,35.00,2.54,,,Dialium pachyphyllum,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_951,951,3.00,3.00,CP,0.10,20.00,1.76,,,Tricoscypha acuminata,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5302,5302,4.70,2.10,CP,0.10,11.00,1.00,,,Lichostema glanscesens,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5329,5329,3.40,2.00,CP,0.10,26.00,1.47,,,Napoleona vogelei,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5330,5330,3.20,3.40,CP,0.10,22.00,2.52,,,Grewia coriacea,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5301,5301,3.00,0.40,CP,0.10,9.00,1.10,,,Dialium ,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5332,5332,3.70,0.70,CP,0.10,21.00,2.30,,,Garcinia smickmannii,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5333,5333,4.40,0.60,CP,0.10,20.00,2.34,,,Diospyros sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,I7/J8,DF_1A_I7/J8_5334,5334,4.80,0.70,CP,0.10,38.00,2.30,,,Cola sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5348,5348,0.50,0.10,CP,0.10,7.00,,,,Agellae paradoxa,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_343,343,0.70,0.30,CP,0.10,5.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5484,5484,0.60,0.60,CP,0.10,9.00,1.77,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2665,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_1688,1688,1.60,0.30,CP,0.10,12.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_377,377,2.00,0.60,DBH,1.30,387.00,,,,Scorodophloeus zenkeri,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5444,5444,2.10,0.80,CP,0.10,21.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5481,5481,2.10,1.50,CP,0.10,22.00,2.60,,,Dialium pachyphyllum,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5303,5303,1.30,1.90,CP,0.10,44.00,,,,Afrostyrax lepidophloeus,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_1683,1683,0.40,1.70,CP,0.10,19.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5453,5453,0.30,2.20,CP,0.10,17.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_305,305,0.60,2.70,CP,0.10,5.00,1.00,,,Agellae paradoxa,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5304,5304,2.20,2.40,CP,0.10,22.00,1.14,,,Dubosquia macrocarpa,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5434,5434,1.00,4.10,CP,0.10,11.00,1.34,,,Agellae paradoxa,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_414,414,0.50,5.00,CP,0.10,6.00,1.13,,,Agellae paradoxa,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_132,132,1.30,4.40,CP,0.10,11.00,1.83,,,Chytranthus sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_313,313,1.30,4.40,CP,0.10,6.00,1.23,,,Agellae paradoxa,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5428,5428,1.90,3.20,CP,0.10,12.00,1.30,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5442,5442,2.70,2.70,CP,0.10,52.00,,,,Santiria trimera,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5435,5435,2.70,3.80,CP,0.10,29.00,3.26,,,Dialium pachyphyllum,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5436,5436,2.20,4.80,CP,0.10,35.00,,,,Chytranthus talbotii,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5437,5437,2.20,3.90,CP,0.10,12.00,1.30,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_86,86,2.20,4.40,CP,0.10,13.00,1.84,,,Grewia coriacea,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_2885,2885,2.90,4.60,CP,0.10,35.00,3.05,,,Chytranthus sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5429,5429,3.10,4.00,CP,0.10,24.00,1.41,,,Cola sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2666,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_929,929,3.80,4.10,CP,0.10,21.00,1.50,,,Greenwaydendron suavolens,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_999,999,4.70,4.70,CP,0.10,31.00,,,,Bleischmedia sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5430,5430,4.70,4.10,CP,0.10,10.00,1.63,,ECH 73,Rhinorea sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5305,5305,4.00,2.50,CP,0.10,29.00,2.63,,,Dialium pachyphyllum,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5439,5439,4.00,2.40,DBH,1.30,45.00,,,,Diospyros sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5440,5440,4.00,2.10,CP,0.10,30.00,3.62,,ECH 73,Rhinorea sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5441,5441,4.20,2.20,CP,0.10,13.00,1.20,,,Dialium pachyphyllum,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,23/01/2021,Vincent,DF,1A,J7/K8,DF_1A_J7/K8_5438,5438,3.80,1.10,DBH,1.30,40.00,,,,Greenwaydendron suavolens,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_5311,5311,0.40,0.60,CP,0.10,39.00,2.10,,,Coffea sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_392,392,0.90,0.70,CP,0.10,14.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_5310,5310,2.10,0.60,CP,0.10,51.00,,,,Scorodophloeus zenkeri,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_358,358,1.10,2.70,DBH,1.30,640.00,,,,Santiria trimera,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_1811,1811,0.90,2.70,DBH,1.30,19.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_350,350,1.20,3.10,DBH,1.30,96.00,,,,Plagiostyles africana,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_5401,5401,1.00,4.20,CP,0.10,51.00,3.04,,,Napoleona vogelei,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_5414,5414,1.00,5.00,CP,0.10,40.00,,,,Chytranthus sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_5413,5413,1.30,1.60,CP,0.10,17.00,,,,Pausinystalia johimbe,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_373,373,2.30,2.80,DBH,1.30,124.00,,,,Scorodophloeus zenkeri,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_5425,5425,2.50,3.20,CP,0.10,64.00,,,,Crudia gabonensis,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_1690,1690,4.50,4.20,CP,0.10,49.00,,,,Dialium pachyphyllum,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_1821,1821,4.60,4.10,CP,0.10,14.00,1.20,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2667,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_1673,1673,5.00,4.40,CP,0.10,7.00,1.10,,,Agellae paradoxa,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_1693,1693,3.20,2.70,CP,0.10,7.00,1.32,,,Agellae paradoxa,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_1802,1802,4.90,3.30,CP,0.10,12.00,1.32,,,Grewia coriacea,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_1696,1696,4.90,1.60,CP,0.10,6.00,1.30,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_1695,1695,4.80,1.50,CP,0.10,17.00,2.90,,,Strombosia pustulata,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_5362,5362,1.80,1.30,CP,0.10,15.00,1.73,,,Grewia coriacea,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_1694,1694,4.70,1.30,CP,0.10,31.00,3.32,,,Chytranthus talbotii,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_345,345,4.70,1.40,CP,0.10,5.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,A8/B9,DF_1A_A8/B9_5268,5268,4.00,5.00,CP,0.10,50.00,2.60,,,Lichostema glanscesens,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1699,1699,0.30,0.90,CP,0.10,9.00,1.30,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1697,1697,0.40,1.20,CP,0.10,6.00,1.00,,,Santiria trimera,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1682,1682,1.40,1.00,CP,0.10,10.00,1.52,,,Alconia floribunda,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_5271,5271,1.70,0.30,CP,0.10,23.00,1.72,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_323,323,1.70,0.70,CP,0.10,10.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1680,1680,1.80,1.60,CP,0.10,12.00,1.70,,,Diospyros sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_365,365,2.10,1.40,CP,0.10,12.00,1.30,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1678,1678,2.00,1.50,CP,0.10,10.00,1.42,,,Dicralima nitida,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1677,1677,2.30,1.70,CP,0.10,29.00,,,,Grewia coriacea,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1676,1676,2.30,1.70,CP,0.10,7.00,1.10,,ECH 73,Rhinorea sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1681,1681,1.00,1.50,CP,0.10,14.00,,,,Undetermined,LME
Winter_2020,Tyler,26/01/2022,IMG_2668,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1818,1818,0.80,1.70,CP,0.10,32.00,,,,Chytranthus talbotii,LME
Winter_2020,Tyler,26/01/2022,IMG_2669,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1698,1698,0.60,1.80,CP,0.10,19.00,1.22,,,Diospyros sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2669,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1803,1803,0.60,2.00,CP,0.10,8.00,1.13,,,Diospyros sp 1,LME
Winter_2020,Tyler,26/01/2022,IMG_2669,25/01/2021,Vincent,DF,1A,B8/C9,DF_1A_B8/C9_1819,1819,1.00,1.90,CP,0.10,16.00,2.31,,,Carapa procera,LME
